,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,renovated_yrs_ago,log_price
7084,950000,4,2.0,2490,4600,1.5,0,2,3,8,2090,400,89,2910,5000,34,45,1.0,1.0,132917,89,13.764217263576725
7088,535000,4,1.0,1920,6480,1.5,0,0,3,7,1920,0,95,1600,6470,86,56,2.0,2.0,90789,95,13.190022025878145
7089,457500,3,2.25,1430,2003,2.0,0,0,3,8,980,450,19,2210,4000,54,61,2.0,2.0,81676,19,13.033532163697712
7094,440000,2,1.75,1300,4000,2.0,0,0,3,7,1300,0,67,1350,4013,80,48,1.0,1.0,110091,67,12.994530005894447
7099,899000,4,2.25,2370,6000,1.0,0,2,3,8,1440,930,56,3280,8843,26,35,1.0,1.0,96193,56,13.709038313453755
7100,279000,3,1.0,1520,8055,1.5,0,0,3,7,1520,0,63,1560,8160,60,57,3.0,3.0,56208,63,12.538967060803502
7102,1355000,3,1.5,2680,4775,2.0,0,2,5,8,1880,800,102,2280,5947,69,69,2.0,2.0,88719,102,14.119312012295936
7110,720001,3,2.5,1430,2200,1.5,0,0,4,7,1430,0,105,1740,4275,90,68,2.0,2.0,99083,105,13.487007879880162
7111,313950,3,1.0,1510,6083,1.0,0,0,4,6,860,650,75,1510,5712,66,63,1.0,1.0,61391,75,12.656989016542257
7112,415000,3,1.0,1510,6083,1.0,0,0,4,6,860,650,75,1510,5712,66,63,1.0,1.0,61391,75,12.936033799212835
7114,829000,4,3.0,3310,4500,2.5,0,0,5,9,2910,400,115,1440,3750,92,63,3.0,3.0,65625,115,13.627975434117431
7117,1245000,3,3.0,4610,8400,2.0,0,2,3,8,2790,1820,68,2160,5000,49,59,3.0,3.0,81676,16,14.034646087880946
7118,575000,3,1.75,2130,6500,1.0,0,2,3,8,1170,960,61,2020,5000,55,48,1.0,1.0,62639,61,13.26212531977949
7134,465000,3,1.0,930,3348,1.0,0,0,4,6,930,0,89,1210,3348,88,51,3.0,3.0,57750,89,13.049792684569493
7139,440000,2,1.5,1080,6760,1.0,0,2,3,6,1080,0,92,2080,5800,36,40,1.0,1.0,96193,92,12.994530005894447
7141,529500,2,1.0,900,4800,1.0,0,0,4,6,780,120,71,1270,5520,67,41,1.0,1.0,90951,71,13.179688444023599
7142,338000,2,1.0,750,6439,1.0,0,0,4,6,750,0,81,1470,6374,80,56,2.0,2.0,65188,81,12.730801174465153
7143,354000,2,1.0,1390,7740,1.0,0,0,4,6,1390,0,90,1290,7740,79,57,4.0,4.0,47701,90,12.777052192115912
7144,601000,4,3.5,2160,3600,2.0,0,0,3,8,1660,500,17,1230,3840,87,60,3.0,3.0,76524,17,13.306350213517346
7146,462500,2,2.0,1690,4200,2.0,0,0,3,7,1690,0,109,1540,4200,85,63,2.0,2.0,68199,109,13.044401835934615
7148,329000,4,1.0,1120,3844,1.0,0,0,3,7,1120,0,43,1480,3844,82,56,2.0,2.0,65188,43,12.70381302974751
7150,398000,3,1.0,1480,6550,1.5,0,0,4,6,1480,0,90,1200,6550,73,51,1.0,1.0,90208,90,12.894207284266574
7151,550500,2,1.5,930,7400,1.0,0,2,4,7,830,100,106,1920,4152,50,33,1.0,1.0,82333,106,13.218582235144872
7152,709000,3,2.75,2780,7200,1.5,0,0,4,8,1870,910,102,1700,7200,60,35,4.0,4.0,59275,102,13.471610805514267
7153,402000,5,2.75,2770,7620,1.0,0,0,3,7,1700,1070,50,1720,7620,43,49,2.0,2.0,47363,50,12.904207367601158
7154,524000,3,2.25,2140,6720,1.0,0,0,3,8,1440,700,54,2060,6720,29,43,1.0,1.0,95927,54,13.16924696330318
7162,520000,3,1.75,1280,3880,1.5,0,0,5,7,1280,0,99,980,3880,76,48,1.0,1.0,101397,99,13.161584090557609
7165,247800,3,2.5,1580,2170,2.0,0,0,3,7,1580,0,12,1610,1917,73,60,3.0,3.0,29286,12,12.42037724817718
7175,1197000,4,2.5,3940,4407,2.0,0,0,4,8,2620,1320,94,1790,4407,55,59,2.0,2.0,131429,94,13.995328984540109
7176,565000,3,2.25,2560,8040,1.0,0,0,3,8,1510,1050,57,1980,8040,63,57,2.0,2.0,51741,57,13.244581010128574
7178,401000,3,3.25,1770,1977,3.0,0,0,3,8,1770,0,14,1860,2210,81,52,4.0,4.0,60131,14,12.901716706288704
7187,536500,4,1.75,2000,4000,1.5,0,0,5,7,1450,550,89,1430,4000,72,57,2.0,2.0,67277,89,13.19282184105289
7189,750000,2,1.5,1110,3600,1.0,0,0,5,7,1110,0,111,1670,5400,94,63,2.0,2.0,98750,111,13.527828485512496
7190,590000,3,2.0,1410,6413,1.0,0,0,4,7,910,500,68,1330,6050,70,52,2.0,2.0,96310,68,13.287877815881902
7191,680000,2,1.0,2140,6000,1.0,0,0,4,7,1070,1070,69,1560,6000,62,35,1.0,1.0,90951,69,13.429848077152288
7192,581000,2,1.0,1170,4080,1.0,0,0,4,7,1170,0,106,1560,4586,78,48,2.0,2.0,85595,106,13.272506035834049
7193,443000,5,1.75,1650,3000,1.5,0,0,3,8,1650,0,113,1740,4000,78,75,3.0,3.0,44571,113,13.001325049027274
7195,570000,3,1.75,1370,3300,2.0,0,0,5,7,1370,0,88,1560,3927,85,65,3.0,3.0,88914,88,13.253391639810731
7196,979700,4,2.25,2480,6000,2.0,0,2,3,10,2380,100,86,3030,5600,67,36,1.0,1.0,157292,86,13.795001681332732
7197,730000,4,2.5,2030,4080,1.5,0,0,4,8,1730,300,94,1980,4080,82,62,3.0,3.0,50500,94,13.500799813124573
7203,750000,3,2.0,1760,5488,1.5,0,0,3,7,1540,220,88,1760,5943,60,62,1.0,1.0,87667,88,13.527828485512496
7204,1399000,3,2.5,2560,3600,2.0,0,0,3,9,2110,450,48,2690,4800,78,33,2.0,2.0,132000,12,14.151268253647618
7205,575000,4,2.0,1810,4400,2.0,0,0,3,8,1700,110,106,1470,4400,74,58,2.0,2.0,137358,106,13.26212531977949
7213,965000,4,3.5,3290,5559,1.5,0,0,3,8,2290,1000,109,1790,6000,74,51,2.0,2.0,81563,11,13.779883380321126
7218,379950,2,1.0,870,7500,1.0,0,0,3,7,870,0,68,1240,5709,81,51,1.0,1.0,90208,68,12.847794944097929
7220,439950,3,2.0,1230,1613,2.0,0,0,3,8,1010,220,12,1610,1873,90,57,2.0,2.0,72396,12,12.994416363073707
7225,630000,5,1.0,3020,4800,2.0,0,0,3,7,3020,0,114,1350,1307,90,93,4.0,4.0,43375,114,13.353475098367715
7227,109000,2,0.5,580,6900,1.0,0,0,3,5,580,0,74,1570,5040,61,47,3.0,3.0,38846,74,11.599103161211278
7234,1084500,4,2.75,2640,5000,2.0,0,0,3,9,1840,800,72,2010,5000,57,49,1.0,1.0,132917,11,13.896629609249064
7241,400000,5,2.5,2510,7525,1.5,0,0,4,7,1710,800,86,1270,6741,36,45,2.0,2.0,74107,86,12.89921982609012
7242,695000,3,2.0,2500,4080,1.5,0,0,5,7,1680,820,93,1550,3060,81,52,2.0,2.0,90568,93,13.451667124546931
7243,304950,2,1.0,670,6720,1.0,0,0,5,6,670,0,73,710,6720,76,55,2.0,2.0,83421,73,12.627903107724602
7244,650000,3,1.75,1840,2310,1.0,0,2,4,8,1140,700,101,1670,4000,89,66,1.0,1.0,96538,101,13.38472764187182
7245,402500,3,1.75,1480,2211,2.0,0,0,3,7,1480,0,20,1480,2197,76,57,3.0,3.0,87159,20,12.905450375840758
7246,655000,3,2.0,1820,4480,1.0,0,0,5,7,1120,700,92,1920,4480,75,58,1.0,1.0,110091,92,13.392390514617391
7247,577000,5,2.75,1940,5000,2.0,0,0,5,7,1940,0,64,1940,4230,74,55,1.0,1.0,97500,64,13.265597545490234
7251,855000,4,2.0,2380,10800,2.0,0,2,3,8,2380,0,90,2112,6600,46,38,4.0,4.0,59275,90,13.658856747918895
7252,330000,2,2.5,1240,1546,2.0,0,0,3,7,1240,0,8,1520,2468,76,65,4.0,4.0,51316,8,12.706847933442663
7257,402500,2,1.0,800,2280,1.0,0,0,5,6,800,0,69,1310,4200,87,64,2.0,2.0,93155,69,12.905450375840758
7265,400000,4,3.0,2240,7035,2.0,0,0,3,7,2240,0,73,1060,6300,53,51,2.0,2.0,83421,22,12.89921982609012
7266,202000,1,0.75,590,5650,1.0,0,0,3,6,590,0,71,980,5650,72,48,4.0,4.0,38846,71,12.216022976383341
7272,425000,2,1.75,1550,7800,1.0,0,0,3,7,1050,500,75,1370,5000,81,50,1.0,1.0,90208,75,12.959844447906553
7273,460000,3,1.0,1860,6360,1.0,0,0,3,8,1470,390,61,1770,6175,44,43,3.0,3.0,102500,61,13.038981768465275
7276,435000,2,1.0,1260,4080,1.5,0,0,5,7,1260,0,89,1720,4080,80,54,2.0,2.0,111661,89,12.983101310070822
7278,550000,3,2.0,1810,4064,1.5,0,0,3,7,1810,0,90,1518,2945,79,54,3.0,3.0,111661,90,13.217673557208656
7280,397000,4,1.75,2020,6000,1.0,0,0,3,7,1620,400,56,1870,4000,79,74,4.0,4.0,51316,56,12.891691559669328
7283,1350000,4,3.25,3030,5164,1.5,0,0,5,9,2700,330,90,1890,4415,56,60,2.0,2.0,131429,90,14.115615150414612
7286,495000,3,2.0,1340,2550,2.0,0,0,3,7,1340,0,31,1370,5100,80,49,2.0,2.0,85595,31,13.112313041550827
7289,465000,2,1.0,1120,4000,1.0,0,0,3,7,1120,0,89,1620,4000,80,75,2.0,2.0,38487,89,13.049792684569493
7292,1225000,4,2.25,3490,6906,2.0,0,0,4,10,2280,1210,87,2540,6223,65,35,1.0,1.0,157292,87,14.018451401960965
7298,389100,2,1.0,840,5400,1.0,0,0,4,7,840,0,67,1340,5400,68,50,3.0,3.0,84324,67,12.871591658972644
7301,770000,3,2.25,1870,1900,3.0,0,0,3,8,1870,0,7,1690,1694,86,62,2.0,2.0,84728,7,13.554145793829866
7305,392500,2,1.0,1050,4125,1.0,0,0,4,7,1050,0,106,1650,4125,77,70,2.0,2.0,66458,106,12.8802918162046
7307,500000,3,1.75,1800,7199,1.0,0,0,3,7,1300,500,43,1800,8100,60,53,2.0,2.0,56208,43,13.122363377404328
7313,369500,3,1.5,1650,9957,1.0,0,0,4,7,1100,550,54,1650,7957,71,56,2.0,2.0,56208,54,12.819906019370393
7315,510000,2,1.0,1270,4500,1.5,0,0,4,7,1270,0,96,2140,4550,78,59,2.0,2.0,76524,96,13.142166004700508
7318,660000,4,1.5,1960,4500,1.5,0,2,3,7,1960,0,93,1960,4500,85,49,1.0,1.0,97500,93,13.399995114002607
7319,460000,2,1.0,1430,12092,1.0,0,0,4,7,1430,0,77,2320,10800,23,38,1.0,1.0,125109,77,13.038981768465275
7328,480000,2,1.0,820,4200,1.0,0,0,3,7,820,0,35,1290,4000,86,56,1.0,1.0,104632,35,13.081541382884073
7329,410000,3,1.0,1330,5000,1.0,0,0,3,7,1120,210,58,1920,7790,70,57,3.0,3.0,56208,58,12.923912438680489
7337,325000,2,1.5,940,1222,2.0,0,0,3,7,860,80,11,1302,1840,76,52,3.0,3.0,60131,11,12.691580461311874
7340,951250,5,3.0,2710,8227,1.0,0,2,3,8,1910,800,62,2060,5400,60,44,1.0,1.0,66563,62,13.765532188158033
7343,525000,2,1.0,1080,3500,1.0,0,3,3,7,1080,0,91,1790,4000,75,55,2.0,2.0,81563,91,13.17115354157376
7346,422500,2,1.0,910,4800,1.0,0,0,4,7,910,0,92,1450,5000,55,51,1.0,1.0,66794,92,12.953944725779364
7347,783200,4,2.0,1590,5400,1.0,0,2,3,7,990,600,115,2190,4800,85,59,2.0,2.0,100172,115,13.571143370198438
7350,385000,3,1.75,1560,14288,1.0,0,0,3,6,780,780,71,1320,8928,75,58,3.0,3.0,51741,71,12.86099861326992
7351,549995,3,1.0,1120,6600,1.0,0,0,3,7,1120,0,72,1300,6600,52,45,1.0,1.0,132917,72,13.21766446625824
7354,500000,2,2.25,1290,1334,3.0,0,0,3,8,1290,0,8,1350,1334,96,54,2.0,2.0,72396,8,13.122363377404328
7355,489000,2,2.25,1290,1334,3.0,0,0,3,8,1290,0,8,1350,1334,96,54,2.0,2.0,72396,8,13.10011776845701
7356,562000,3,1.75,1880,5978,1.0,0,0,5,7,940,940,58,1930,4770,81,71,4.0,4.0,81676,58,13.239257128875828
7358,560000,3,1.5,2000,7350,1.0,0,0,3,8,2000,0,62,1890,6960,49,50,2.0,2.0,72428,62,13.235692062711331
7367,563225,3,1.0,2460,4000,1.5,0,0,4,7,1370,1090,97,1680,4000,76,56,2.0,2.0,154868,97,13.241434472045345
7368,645000,2,1.0,1240,5000,1.0,0,0,3,7,1000,240,95,1480,3500,74,59,2.0,2.0,71809,95,13.37700559577791
7370,995000,3,2.25,3200,3800,2.0,0,0,5,9,2650,550,101,2400,3900,53,60,2.0,2.0,98617,101,13.81049801614073
7374,738000,3,1.0,1280,3900,1.0,0,0,4,7,1280,0,94,2020,4560,84,60,2.0,2.0,99083,94,13.51169910358261
7378,439000,2,2.5,1350,944,2.0,0,0,3,9,870,480,11,1440,1350,95,53,2.0,2.0,66794,11,12.992254692057307
7380,350000,3,1.5,1090,5003,1.0,0,0,3,7,1090,0,53,1540,5279,82,63,2.0,2.0,31863,53,12.765688433465595
7382,615000,3,3.0,1420,991,2.0,0,0,3,8,1040,380,10,1500,1301,81,52,2.0,2.0,76980,10,13.329377546788654
7384,715000,4,2.25,2060,5649,1.0,0,0,5,8,1360,700,74,2060,5626,48,35,1.0,1.0,157292,74,13.480037821676145
7385,541000,3,1.75,1410,4080,1.5,0,0,4,7,1410,0,88,1820,4080,84,69,3.0,3.0,88914,88,13.201174557828619
7388,443000,3,1.75,1640,4579,1.0,0,0,4,6,1640,0,99,1580,5040,76,57,2.0,2.0,72428,99,13.001325049027274
7395,452000,2,1.0,1220,6000,1.0,0,0,3,6,880,340,77,1220,6840,56,32,4.0,4.0,59275,77,13.021437458814368
7397,595000,3,1.75,2060,3600,1.5,0,0,3,7,1180,880,110,1730,2475,81,59,2.0,2.0,100172,30,13.296316684527767
7402,704000,3,1.0,1140,6120,1.5,0,0,3,7,1140,0,89,1800,4080,66,57,2.0,2.0,91458,89,13.46453363514018
7405,1325000,4,3.0,3370,7920,1.0,0,3,3,10,1860,1510,27,2730,7380,39,22,1.0,1.0,79681,27,14.09692301740246
7407,705000,4,2.0,2040,5050,1.0,0,0,5,7,1160,880,78,2040,5050,68,55,2.0,2.0,111661,78,13.465953081794405
7412,925500,3,2.75,1970,5200,1.5,0,3,3,8,1970,0,100,2140,5200,76,49,1.0,1.0,102500,13,13.738089410995688
7415,335000,3,2.0,1340,1951,1.0,0,0,3,6,670,670,100,1520,2248,75,74,2.0,2.0,66458,100,12.721885810807205
7416,428000,4,2.0,1300,7200,1.0,0,0,3,7,1300,0,57,1540,6600,75,58,2.0,2.0,104632,57,12.966878474563934
7418,415000,5,1.75,1960,3748,1.0,0,0,3,7,980,980,50,1410,3844,82,56,2.0,2.0,56744,50,12.936033799212835
7419,392000,3,1.0,1090,6125,1.0,0,0,4,6,790,300,70,1050,6125,60,45,2.0,2.0,55504,70,12.8790171187726
7420,555000,2,1.0,1550,4600,1.0,0,0,4,7,1050,500,74,1550,4600,83,51,2.0,2.0,101397,74,13.226723392728571
7426,360000,3,1.75,1950,7260,1.0,0,0,3,8,1520,430,58,1950,7548,39,46,2.0,2.0,60131,58,12.793859310432293
7430,585000,3,1.5,1810,3880,1.5,0,0,4,8,1310,500,86,1400,3880,65,45,1.0,1.0,101397,86,13.279367126213991
7435,443000,3,1.0,1280,5460,1.5,0,0,4,7,1280,0,84,1390,5500,49,49,2.0,2.0,64297,84,13.001325049027274
7436,287000,2,1.0,950,6350,1.0,0,0,3,7,950,0,64,1080,7620,53,48,3.0,3.0,47363,64,12.567237494741757
7440,433000,4,1.0,1710,7000,1.5,0,0,3,7,1710,0,65,2030,7938,44,48,2.0,2.0,69643,65,12.978493006984625
7443,520000,3,1.0,940,3000,1.5,0,0,3,7,940,0,112,1210,3500,84,67,3.0,3.0,76524,112,13.161584090557609
7444,555000,2,2.25,1370,1248,2.0,0,0,3,7,1200,170,15,1800,3360,71,56,2.0,2.0,76980,15,13.226723392728571
7447,709000,4,1.75,2170,4600,1.0,0,0,3,7,1270,900,65,1750,4000,81,51,2.0,2.0,101397,65,13.471610805514267
7449,1308000,5,2.5,3200,7863,1.0,0,3,5,8,1600,1600,56,2640,7680,67,46,1.0,1.0,62639,56,14.084009810999278
7465,200000,2,1.0,830,7200,1.0,0,0,2,6,830,0,95,1150,6600,74,49,3.0,3.0,84324,95,12.206072645530176
7468,310000,1,1.0,670,4920,1.0,0,0,3,5,670,0,95,1050,4920,48,44,2.0,2.0,75123,95,12.644327576461327
7469,521000,3,3.25,1460,1254,3.0,0,0,3,8,1460,0,15,1400,1255,94,67,2.0,2.0,71809,15,13.163505320735506
7470,495000,2,2.0,1540,7110,1.0,0,0,3,7,960,580,66,1860,7065,45,46,2.0,2.0,95927,66,13.112313041550827
7474,825000,2,2.0,1830,3600,1.0,0,0,4,7,1230,600,89,2020,3600,92,62,2.0,2.0,98750,89,13.623138665316818
7476,976000,4,1.5,3120,7680,1.0,0,3,3,8,1660,1460,59,2900,7680,55,46,2.0,2.0,62639,59,13.791217865395227
7481,442500,3,1.0,1120,8200,1.0,0,0,4,7,1120,0,77,1820,7205,73,56,3.0,3.0,44951,77,13.000195743430119
7482,480000,3,2.0,1300,3000,2.0,0,0,3,7,1300,0,29,1670,4500,83,60,2.0,2.0,65172,29,13.081541382884073
7483,715500,3,2.25,2410,9668,1.0,0,1,4,8,1540,870,50,2510,5250,17,35,1.0,1.0,95927,50,13.480736877978645
7487,318000,3,2.25,1690,12662,1.0,0,0,5,7,1090,600,33,1950,9642,13,37,2.0,2.0,71524,33,12.669806661762314
7488,311300,2,1.0,1000,7228,1.0,0,0,4,7,1000,0,68,1100,7228,68,48,3.0,3.0,32472,68,12.648512356429698
7500,812000,4,2.0,2380,6122,1.0,0,2,4,8,1310,1070,66,1810,5202,56,35,1.0,1.0,157292,66,13.607255619143816
7502,700000,4,2.5,2672,4297,2.0,0,0,3,8,2020,652,10,1720,6120,75,43,1.0,1.0,132981,10,13.458835614025542
7503,435000,3,1.0,1180,4219,1.0,0,0,3,7,1060,120,76,1630,4219,85,53,2.0,2.0,90789,76,12.983101310070822
7505,740000,4,2.75,2490,17833,2.0,0,2,3,9,1490,1000,36,2640,16943,28,54,2.0,2.0,44951,36,13.514405465180351
7506,360000,2,0.75,850,7710,1.0,0,2,5,6,550,300,106,2500,6022,71,63,4.0,4.0,60682,106,12.793859310432293
7507,548500,4,2.0,1820,7200,1.0,0,0,3,7,1300,520,39,1770,8149,37,44,1.0,1.0,83421,39,13.21494255869742
7508,599000,3,1.75,1960,4788,1.0,0,0,4,7,1090,870,95,1960,3960,91,62,3.0,3.0,50500,95,13.303016877097587
7512,500000,3,1.5,2210,6500,1.0,0,0,4,7,1030,1180,103,1750,6370,81,50,1.0,1.0,90208,103,13.122363377404328
7514,594000,3,1.0,1320,5000,1.0,0,0,4,7,1090,230,95,1700,5000,82,57,1.0,1.0,93155,95,13.294634598344784
7519,1250000,3,3.0,3760,8500,2.5,0,3,4,10,3060,700,105,2610,5500,61,38,1.0,1.0,77808,105,14.038654109278484
7525,540000,3,2.5,2520,5000,3.0,0,0,3,9,2520,0,25,1130,5000,37,53,1.0,1.0,67277,25,13.199324418540455
7526,750000,4,1.5,2060,4000,1.5,0,2,3,7,1580,480,95,1160,4000,88,50,1.0,1.0,90568,25,13.527828485512496
7530,175000,2,1.0,660,5000,1.0,0,0,3,6,660,0,100,1000,5000,52,55,2.0,2.0,67277,100,12.072541252905653
7531,238950,2,1.0,1190,11400,1.0,0,0,3,7,1190,0,64,1410,11400,13,42,3.0,3.0,71524,64,12.384009604006305
7533,656000,4,1.75,1440,4300,1.5,0,0,4,8,1290,150,86,1640,5000,82,51,2.0,2.0,90789,86,13.393916067926225
7535,600000,2,2.0,990,5416,1.0,0,0,3,6,990,0,80,1650,3360,87,87,3.0,3.0,56700,80,13.304684934198285
7536,210750,4,1.5,1840,7076,1.5,0,0,3,7,1840,0,58,1510,7320,73,48,2.0,2.0,47363,58,12.2584278758641
7537,485000,4,1.0,1150,2560,1.5,0,0,3,7,1150,0,106,1890,3000,84,62,2.0,2.0,98750,106,13.09190416991962
7539,462500,4,1.0,1540,4500,1.5,0,0,2,7,1540,0,110,1920,6000,75,40,2.0,2.0,77808,110,13.044401835934615
7543,440000,2,1.5,1120,1024,2.0,0,0,3,8,1120,0,45,1120,1549,85,60,2.0,2.0,104632,17,12.994530005894447
7547,570000,2,1.0,1060,4000,1.0,0,0,4,7,1060,0,105,1770,4000,92,64,3.0,3.0,50500,105,13.253391639810731
7552,650500,4,1.75,2340,5940,1.0,0,0,3,8,1290,1050,62,1930,5940,61,47,1.0,1.0,110458,62,13.385496576934695
7554,535000,2,2.0,1510,5133,1.5,0,0,3,7,1510,0,76,1470,6000,77,37,1.0,1.0,157292,76,13.190022025878145
7555,360000,5,2.0,2120,2400,1.0,0,0,4,6,1080,1040,109,1690,4400,76,61,2.0,2.0,79953,109,12.793859310432293
7557,460000,2,1.0,1030,5934,1.0,0,0,4,7,1030,0,87,1420,5588,74,45,2.0,2.0,103917,87,13.038981768465275
7558,463000,2,1.0,1150,4400,1.0,0,0,4,7,1150,0,110,1240,4400,70,54,1.0,1.0,104632,110,13.045482333068373
7562,725000,4,1.0,1600,4500,1.5,0,0,4,7,1600,0,89,1720,4500,86,58,3.0,3.0,91458,89,13.493926933836812
7564,582500,2,1.75,1990,6549,1.0,0,0,3,7,1170,820,67,1640,7202,49,48,2.0,2.0,85759,67,13.275084464421992
7568,711000,4,2.5,2095,4400,1.5,0,0,5,8,1295,800,105,1980,4400,80,42,2.0,2.0,77808,105,13.474427708785374
7573,500000,3,1.0,1220,3400,1.0,0,0,3,7,1060,160,88,1350,3750,74,48,2.0,2.0,97500,88,13.122363377404328
7574,448000,2,1.5,1630,3780,1.0,0,0,4,7,890,740,75,1770,6400,53,42,1.0,1.0,79681,75,13.012548511397126
7579,294000,2,1.0,850,5250,1.0,0,0,4,7,850,0,65,1440,5250,81,51,4.0,4.0,64297,65,12.591335046320818
7582,665000,3,2.25,2580,6000,2.0,0,0,3,8,1780,800,90,2300,5995,76,66,4.0,4.0,81676,90,13.407542319637992
7583,675000,2,1.75,2140,5000,1.0,0,0,3,7,1000,1140,85,2250,4000,78,50,2.0,2.0,132000,24,13.422467969854667
7584,875000,4,1.5,1800,3245,1.5,0,0,4,8,1800,0,86,1800,4275,94,67,2.0,2.0,99083,86,13.681979165339751
7585,320000,3,1.0,860,5060,1.5,0,0,3,7,860,0,88,880,5060,79,60,3.0,3.0,56744,88,12.676076274775909
7587,137900,3,1.75,1160,5082,1.0,0,0,3,6,580,580,73,1730,6000,15,45,2.0,2.0,71524,73,11.834284063781393
7588,360000,3,1.0,1280,3870,1.0,0,0,3,7,640,640,70,1280,4800,78,60,2.0,2.0,104632,70,12.793859310432293
7591,283000,2,1.0,940,6350,1.0,0,0,4,5,940,0,73,1490,6350,81,55,3.0,3.0,62786,73,12.553202176625376
7593,535000,3,2.5,1850,1499,2.5,0,0,3,9,1790,60,10,1770,1539,64,39,1.0,1.0,90951,10,13.190022025878145
7594,554729,4,2.5,2020,4350,2.0,0,0,5,9,1730,290,72,1620,5800,38,34,1.0,1.0,157292,72,13.226234985188734
7595,868000,4,2.5,2020,4350,2.0,0,0,5,9,1730,290,72,1620,5800,38,34,1.0,1.0,157292,72,13.673946993642485
7596,455000,4,1.75,1920,6000,1.0,0,0,4,7,960,960,61,1850,7200,86,56,3.0,3.0,60131,61,13.028052697933088
7598,742500,4,2.75,3100,3773,2.0,0,0,3,8,2000,1100,96,2130,3777,79,56,2.0,2.0,137358,19,13.517778149658993
7601,1565000,3,1.75,2190,8500,1.0,0,0,4,9,2190,0,58,2850,8868,58,32,1.0,1.0,132000,58,14.263396381956392
7604,730000,3,1.75,1650,5000,1.5,0,0,4,8,1650,0,115,1630,5000,85,52,2.0,2.0,85595,115,13.500799813124573
7609,349000,2,1.0,1150,7552,1.0,0,0,3,7,1150,0,64,1150,7346,55,49,3.0,3.0,56208,64,12.762827201184564
7610,554950,4,1.75,1740,4816,1.0,0,0,5,7,870,870,73,1210,5074,80,47,1.0,1.0,71705,73,13.226633298580124
7611,326000,6,3.0,2580,8064,1.5,0,0,3,7,1880,700,102,1510,6084,93,61,4.0,4.0,57750,102,12.694652660348844
7618,599950,3,3.25,1830,1804,3.0,0,0,3,8,1830,0,1,1830,1804,83,55,2.0,2.0,96193,1,13.304601597392535
7619,190000,4,1.0,1190,7920,1.0,0,0,3,6,890,300,64,1140,7920,55,51,2.0,2.0,75123,64,12.154779351142626
7623,308000,3,1.0,1010,8800,1.0,0,0,4,7,1010,0,61,1400,4095,85,55,3.0,3.0,57750,61,12.637855061955712
7624,1020000,6,2.25,2550,5000,2.0,0,0,4,7,2550,0,108,1480,5000,55,41,1.0,1.0,79681,108,13.835313185260453
7625,397500,3,1.0,1480,5100,1.5,0,0,3,7,1480,0,77,1300,5100,88,54,3.0,3.0,87159,56,12.892950213076524
7627,710000,3,2.0,2140,4923,1.0,0,0,4,8,1070,1070,87,1470,4923,76,57,3.0,3.0,111661,87,13.473020249017498
7628,1378600,5,3.25,3450,6360,2.0,0,0,5,9,1860,1590,110,2310,5000,82,49,2.0,2.0,137358,110,14.136579049433687
7630,375000,4,2.75,1890,5240,1.0,0,0,3,7,980,910,34,1600,5240,38,42,2.0,2.0,74107,34,12.834681304952548
7632,467500,3,1.0,1700,4165,1.5,0,0,3,7,1700,0,97,1400,4165,83,52,3.0,3.0,57750,97,13.05515462771088
7633,330000,3,1.0,1140,7316,1.0,0,0,3,6,1140,0,56,1140,7440,63,55,4.0,4.0,54622,56,12.706847933442663
7634,469000,3,1.75,1480,800,2.0,0,0,3,8,1000,480,1,1480,1143,84,51,1.0,1.0,90208,1,13.058358047428415
7645,1225000,3,2.25,2980,7700,1.0,0,0,3,9,2530,450,51,3020,8234,40,43,2.0,2.0,132000,51,14.018451401960965
7649,398000,3,1.5,1310,2996,2.0,0,0,3,7,1310,0,17,1310,2997,72,67,3.0,3.0,81676,17,12.894207284266574
7651,399000,2,1.0,790,4000,1.0,0,0,3,6,790,0,67,990,5000,79,49,2.0,2.0,103917,67,12.896716695872
7654,350000,4,2.5,1530,2248,1.5,0,0,3,7,1530,0,101,1340,3700,79,73,2.0,2.0,66458,101,12.765688433465595
7656,245000,2,1.0,1500,6685,1.0,0,0,3,7,1190,310,89,1420,6561,59,51,2.0,2.0,62726,89,12.409013489526865
7657,570000,2,1.0,1500,6685,1.0,0,0,3,7,1190,310,89,1420,6561,59,51,2.0,2.0,62726,89,13.253391639810731
7658,845000,4,3.0,2390,4000,1.5,0,0,5,8,1460,930,84,1670,4000,67,50,3.0,3.0,111661,84,13.64709190633931
7661,500000,2,1.0,930,3200,1.0,0,0,3,7,930,0,111,1690,3840,95,86,2.0,2.0,43375,111,13.122363377404328
7662,870000,4,2.5,3340,12248,2.0,0,1,3,9,2470,870,17,2110,5679,31,39,2.0,2.0,77808,17,13.676248490630767
7663,299000,2,1.0,710,6732,1.0,0,0,5,6,710,0,73,710,6720,76,55,2.0,2.0,83421,73,12.608198852372825
7664,527000,3,2.25,2240,6450,1.0,0,0,3,7,1440,800,36,1390,6450,58,61,2.0,2.0,31863,36,13.174955827523501
7667,315000,3,1.75,1170,4000,1.0,0,0,3,6,720,450,72,1130,4000,46,48,3.0,3.0,47363,2,12.66032791780777
