,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,log_price
11017,710000,3,2.0,2140,4923,1.0,0,0,4,8,1070,1070,1928,0,98103,1470,4923,76,57,B,C,111661,13.473020249017498
11018,1378600,5,3.25,3450,6360,2.0,0,0,5,9,1860,1590,1905,0,98122,2310,5000,82,49,B,B,137358,14.136579049433688
11020,375000,4,2.75,1890,5240,1.0,0,0,3,7,980,910,1981,0,98106,1600,5240,38,42,B,B,74107,12.834681304952548
11022,467500,3,1.0,1700,4165,1.5,0,0,3,7,1700,0,1918,0,98118,1400,4165,83,52,B,C,57750,13.055154627710879
11023,330000,3,1.0,1140,7316,1.0,0,0,3,6,1140,0,1959,0,98106,1140,7440,63,55,C,D,54622,12.706847933442663
11026,469000,3,1.75,1480,800,2.0,0,0,3,8,1000,480,2014,0,98136,1480,1143,84,51,B,A,90208,13.058358047428417
11040,1225000,3,2.25,2980,7700,1.0,0,0,3,9,2530,450,1964,0,98112,3020,8234,40,43,B,B,132000,14.018451401960965
11052,398000,3,1.5,1310,2996,2.0,0,0,3,7,1310,0,1998,0,98144,1310,2997,72,67,C,C,81676,12.894207284266574
11055,399000,2,1.0,790,4000,1.0,0,0,3,6,790,0,1948,0,98115,990,5000,79,49,A,B,103917,12.896716695872
11058,350000,4,2.5,1530,2248,1.5,0,0,3,7,1530,0,1914,0,98144,1340,3700,79,73,B,B,66458,12.765688433465597
11061,245000,2,1.0,1500,6685,1.0,0,0,3,7,1190,310,1926,0,98133,1420,6561,59,51,B,B,62726,12.409013489526863
11062,570000,2,1.0,1500,6685,1.0,0,0,3,7,1190,310,1926,0,98133,1420,6561,59,51,B,B,62726,13.253391639810733
11063,845000,4,3.0,2390,4000,1.5,0,0,5,8,1460,930,1931,0,98103,1670,4000,67,50,B,C,111661,13.64709190633931
11067,500000,2,1.0,930,3200,1.0,0,0,3,7,930,0,1904,0,98122,1690,3840,95,86,C,B,43375,13.122363377404328
11068,870000,4,2.5,3340,12248,2.0,0,1,3,9,2470,870,1998,0,98126,2110,5679,31,39,B,B,77808,13.676248490630767
11069,299000,2,1.0,710,6732,1.0,0,0,5,6,710,0,1942,0,98126,710,6720,76,55,C,B,83421,12.608198852372823
11070,527000,3,2.25,2240,6450,1.0,0,0,3,7,1440,800,1979,0,98125,1390,6450,58,61,B,B,31863,13.1749558275235
11075,315000,3,1.75,1170,4000,1.0,0,0,3,6,720,450,1943,2013,98106,1130,4000,46,48,B,C,47363,12.66032791780777
11079,774000,4,2.75,2010,7000,2.0,0,0,5,8,2010,0,1901,0,98199,1420,4400,63,47,A,A,90951,13.559327152571864
11093,1295000,5,3.5,3700,8504,2.0,0,0,3,8,2750,950,1950,2014,98105,2370,6246,69,55,A,A,110091,14.074021253115776
11100,690000,3,1.5,1760,4000,2.0,0,0,3,8,1760,0,1922,0,98102,1760,4000,69,56,A,B,76980,13.444446876573442
11108,1105000,5,3.25,3070,5000,2.0,0,0,3,9,2050,1020,2006,0,98103,2070,5000,81,51,A,A,81563,13.91535589293399
11114,536000,2,1.5,1130,746,2.0,0,0,3,8,1030,100,2009,0,98107,1520,1519,75,55,B,A,93155,13.19188944005294
11116,629950,3,2.5,1680,1620,2.0,0,0,3,9,1120,560,2014,0,98119,1610,1618,74,59,B,B,87667,13.353395730138775
11117,465000,4,1.75,1470,5350,1.0,0,0,3,7,980,490,1955,0,98125,1970,6138,50,61,B,B,31863,13.049792684569493
11128,460000,3,3.25,1370,1194,3.0,0,0,3,8,1370,0,2005,0,98107,1320,1217,90,52,B,B,79681,13.038981768465277
11129,625000,3,2.5,2000,6341,1.0,0,0,5,8,1040,960,1981,0,98116,2030,6341,50,35,A,A,82333,13.345506928718539
11133,330000,3,2.25,1960,1985,2.0,0,0,3,7,1750,210,2003,0,98118,1760,1985,74,61,C,C,29286,12.706847933442663
11139,660000,6,1.75,1840,2774,1.0,0,0,3,7,1060,780,1900,0,98122,1680,4292,87,77,C,C,56700,13.399995114002609
11145,877500,4,2.0,3060,8000,2.0,0,0,4,8,2040,1020,1922,0,98144,2730,5800,67,68,C,D,81676,13.684832234322158
11156,489900,3,1.0,1680,8910,1.0,0,0,4,7,1680,0,1940,0,98117,1620,7182,66,48,B,B,96193,13.101956567626667
11170,525000,4,1.75,2280,5959,1.0,0,0,3,7,1250,1030,1947,0,98116,1640,5911,73,48,A,A,106319,13.17115354157376
11177,285000,3,1.75,1020,5000,1.0,0,0,5,6,1020,0,1954,0,98118,1360,5000,38,57,B,C,47604,12.560244459250788
11179,477000,4,1.5,1380,7800,1.0,0,0,3,7,1080,300,1928,0,98125,1770,7503,59,56,B,B,64549,13.075271769870477
11182,525000,3,2.25,2110,2850,3.0,0,0,3,8,2110,0,2001,0,98103,1340,5001,76,56,B,C,87159,13.17115354157376
11186,341000,3,1.0,1390,4814,1.5,0,0,3,6,1390,0,1908,0,98115,1730,3990,75,54,A,B,111661,12.739637756265655
11187,674000,3,3.25,2320,6744,2.0,0,0,3,9,1930,390,2014,0,98125,1700,6744,60,56,B,B,51741,13.420985389894444
11198,230000,5,2.0,1910,7200,1.0,0,0,4,6,1110,800,1951,0,98178,1150,5948,15,39,B,A,71524,12.345834587905333
11200,700000,3,2.75,2500,7378,1.0,0,0,5,7,1390,1110,1948,0,98177,2040,7140,67,52,B,B,72428,13.458835614025542
11204,595000,3,2.25,2400,16301,1.0,0,0,3,8,1400,1000,1962,0,98115,1720,9828,68,44,A,B,132981,13.296316684527767
11205,470000,3,1.0,1400,4914,1.5,0,0,3,7,1400,0,1929,0,98117,1400,3744,74,50,A,B,103750,13.060487973686241
11215,1234580,5,3.25,3240,6551,1.5,0,4,4,9,2500,740,1939,0,98115,2740,9300,46,46,A,A,75714,14.026241389231908
11219,393000,2,1.0,1020,4200,1.0,0,0,5,6,1020,0,1923,0,98136,1660,4200,68,49,B,A,102500,12.881564890851399
11222,450000,3,1.0,2020,8100,1.0,0,0,3,7,1170,850,1956,0,98125,1480,7620,47,54,B,B,87222,13.017002861746503
11224,425000,2,1.0,750,4000,1.0,0,0,2,6,750,0,1933,0,98108,1160,4000,45,46,C,C,42159,12.959844447906553
11228,310000,2,1.0,720,5750,1.0,0,0,2,6,720,0,1943,0,98136,980,6125,64,48,A,A,66794,12.644327576461329
11229,395000,2,1.0,1200,6014,1.0,0,0,4,6,600,600,1949,0,98118,1270,4652,71,66,D,D,52412,12.886641043883259
11236,595000,2,1.0,980,3600,1.0,0,0,3,6,980,0,1907,0,98119,1690,3600,86,60,A,B,100172,13.296316684527767
11248,575000,4,1.75,1630,5750,1.0,0,0,3,7,1160,470,1947,0,98116,1640,5750,89,53,B,B,71705,13.262125319779487
11250,635000,2,2.5,1390,1132,2.0,0,0,3,8,1130,260,2006,0,98102,1400,1237,97,81,D,C,63419,13.36138027787483
11264,499950,3,1.75,2060,3500,1.0,0,0,5,7,1030,1030,1951,0,98118,1110,6000,77,54,C,D,59275,13.122263372403996
11266,549000,3,2.0,2330,3600,1.5,0,0,4,7,1580,750,1900,0,98122,1750,3600,72,72,D,C,56700,13.215853720491667
11268,1400000,5,3.75,3700,7920,3.0,0,4,3,9,2900,800,1983,0,98115,2860,6360,32,45,A,A,132981,14.151982794585487
11269,619000,3,2.0,1990,3000,1.5,0,2,5,8,1430,560,1927,0,98144,1780,5000,66,63,B,B,81676,13.335860551666734
11271,600000,5,2.25,2980,7781,1.0,0,0,3,9,1580,1400,1960,0,98125,2310,7781,38,40,A,A,132981,13.304684934198283
11273,436000,2,1.0,790,6600,1.0,0,0,3,6,790,0,1949,0,98122,1520,4400,83,58,B,B,104632,12.985397522331171
11280,500000,4,1.75,2040,6000,1.0,0,0,5,7,1020,1020,1943,0,98136,1440,6000,75,51,B,A,90208,13.122363377404328
11282,270000,1,1.0,720,5196,1.0,0,0,3,7,720,0,1911,0,98103,1580,5762,59,60,B,B,87159,12.506177237980511
11287,312000,3,2.25,1540,5338,1.0,0,0,5,7,770,770,1954,0,98115,1680,6525,72,52,A,B,85759,12.65075846679162
11288,539000,3,2.25,1540,5338,1.0,0,0,5,7,770,770,1954,0,98115,1680,6525,72,52,A,B,85759,13.197470849891134
11289,498000,3,3.0,2360,2750,2.0,0,1,3,7,1780,580,1983,0,98125,1970,5800,24,46,A,C,125109,13.11835535600679
11292,650000,3,2.0,2300,5000,1.0,0,0,4,8,1150,1150,1938,0,98199,2300,5000,19,33,A,A,157292,13.38472764187182
11294,219950,2,1.0,990,6448,1.0,0,0,3,7,990,0,1948,0,98178,1130,7200,20,45,A,A,73750,12.301155526776865
11299,740000,4,1.75,2010,3600,1.5,0,0,3,7,2010,0,1902,0,98119,2010,3600,75,60,B,A,100172,13.514405465180353
11306,402300,3,1.75,1480,4050,1.0,0,0,3,7,870,610,1926,0,98115,1350,4500,60,56,A,B,101413,12.90495335793788
11311,695000,3,3.75,2380,3600,1.5,0,0,3,7,1690,690,1927,0,98112,1990,3520,66,62,A,B,131429,13.45166712454693
11313,485000,2,1.75,2060,2700,1.0,0,0,3,7,1030,1030,1929,0,98115,1390,2700,73,56,A,B,91458,13.091904169919621
11317,285000,2,1.0,890,7250,1.0,0,0,3,7,890,0,1943,0,98125,900,7000,86,57,B,C,31863,12.560244459250788
11321,687500,3,1.5,1280,2114,1.5,0,0,3,8,1280,0,1904,0,98122,1540,1456,94,73,B,B,57786,13.440817108522863
11328,445000,2,1.0,840,3840,1.0,0,0,4,7,840,0,1926,0,98117,1310,3840,79,51,B,B,90789,13.005829561148378
11330,619500,4,2.5,2210,5077,1.5,0,0,4,8,1480,730,1912,0,98126,1740,5000,57,51,A,A,71705,13.336667980051335
11331,305000,3,1.5,1210,5240,1.0,0,0,4,7,610,600,1983,0,98106,1560,5240,38,42,B,B,74107,12.628067055589549
11334,700000,3,2.0,1940,4500,1.0,0,3,3,7,1090,850,1926,0,98107,1700,4500,75,57,B,A,93155,13.458835614025542
11336,590000,4,2.5,2240,9385,2.0,0,0,3,8,2240,0,1991,0,98133,2010,9000,64,55,B,B,60131,13.287877815881902
11343,334900,4,1.75,2180,4066,1.5,0,0,3,6,1270,910,1911,0,98118,1400,1343,85,55,C,C,57750,12.721587258782296
11347,535000,4,1.75,1570,3250,1.5,0,0,5,8,1570,0,1928,0,98136,1570,5720,73,48,A,A,90208,13.190022025878143
11349,490000,4,2.25,2020,4960,2.0,0,0,3,7,1710,310,1938,0,98117,1590,4550,73,55,B,B,90789,13.102160670086809
11350,651500,4,1.5,1500,3075,2.0,0,0,5,7,1420,80,1929,0,98103,1480,3774,86,53,B,B,90568,13.387032675547037
11353,289000,2,1.5,1010,1309,2.0,0,0,3,7,860,150,2007,0,98118,1190,3060,83,59,D,D,59275,12.57418196709457
11355,790000,3,1.75,1790,6117,1.0,0,2,3,8,1350,440,1940,0,98199,1960,5554,76,38,A,A,157292,13.579788224443204
11357,246950,3,3.5,1790,1682,2.0,0,0,3,7,1480,310,2006,0,98108,1150,4000,65,48,C,C,42159,12.41694116596877
11367,615000,2,1.5,1210,5000,1.5,0,0,5,6,1210,0,1907,0,98117,1570,5000,55,41,A,A,101397,13.329377546788654
11371,565000,3,1.75,1720,2218,1.5,0,0,3,7,1270,450,1931,2003,98103,1130,1600,80,59,B,B,84728,13.244581010128577
11372,292500,2,1.0,750,5026,1.0,0,0,4,6,750,0,1942,0,98126,1260,5040,67,46,B,B,75123,12.58621994565405
11373,825000,3,2.25,2510,10418,1.0,0,0,3,8,1810,700,1968,0,98115,2510,9435,52,41,A,A,132981,13.623138665316818
11375,525000,3,1.5,1540,4773,2.0,0,0,3,8,1540,0,1941,2009,98126,1540,5750,73,53,B,B,71705,13.17115354157376
11376,438600,1,1.0,720,2500,1.0,0,0,3,7,720,0,1910,0,98103,1520,3750,92,63,B,C,65625,12.991343114965925
11381,355000,3,0.75,1420,3060,1.0,0,0,4,7,860,560,1923,0,98103,1350,4000,87,52,C,B,90568,12.779873068457553
11396,299880,3,2.5,1460,3044,2.0,0,0,3,7,1460,0,2000,0,98108,1490,3044,55,53,B,C,47604,12.611137673616998
11397,499950,3,3.5,1820,1501,2.0,0,0,3,8,1430,390,2014,0,98144,1550,1501,70,63,C,B,79953,13.122263372403996
11401,920000,3,1.75,2480,4000,1.0,0,0,3,8,1240,1240,1948,2014,98122,2450,4000,63,50,B,B,137358,13.732128949025222
11403,620000,4,2.75,2290,3060,1.5,0,0,5,7,1550,740,1928,0,98115,1460,3060,91,59,B,C,91458,13.337474757021274
11405,978000,4,2.75,2620,13777,1.5,0,2,4,9,1720,900,1926,0,98144,3530,9287,48,62,A,C,81676,13.793264949016955
11408,568000,3,2.5,1740,1308,3.0,0,0,3,8,1740,0,2008,0,98116,1740,1280,65,39,B,A,77808,13.249876697703288
11409,525000,4,2.5,2140,7754,2.0,0,0,3,8,2140,0,1996,0,98133,1690,7775,65,51,C,C,60131,13.17115354157376
11412,484950,2,1.0,1000,4956,1.0,0,2,4,7,1000,0,1916,0,98107,1830,4959,75,53,A,B,97500,13.091801071821688
11413,1295000,3,2.75,3340,12690,1.0,0,0,3,10,2550,790,1956,1988,98105,3340,9480,57,44,A,A,132917,14.074021253115776
11418,474000,2,1.0,1100,3500,1.0,0,0,5,7,1100,0,1908,0,98115,2050,4000,88,61,B,B,65172,13.068962600677214
11428,464000,2,2.0,1230,4800,2.0,0,0,3,7,1230,0,1952,2004,98133,1560,7200,48,51,C,D,62726,13.047639831208393
11436,216650,3,3.5,1480,1077,2.0,0,0,3,7,1300,180,2007,0,98109,1140,2003,65,48,C,C,42159,12.286038427168055
11442,1125000,6,3.0,2880,3192,2.0,0,0,4,8,2180,700,1919,0,98103,1870,4533,81,57,B,B,84728,13.933293593620657
11448,360000,2,1.0,1120,12625,1.0,0,3,3,7,1120,0,1940,0,98136,1880,6828,73,50,A,A,102500,12.793859310432293
11453,354000,5,1.75,1830,7986,1.0,0,0,4,7,1060,770,1962,0,98106,1410,7260,72,49,C,C,47363,12.777052192115912
11454,850000,4,3.5,2640,5900,2.0,0,2,3,8,2640,0,1937,1998,98136,1700,5900,79,51,B,A,90208,13.652991628466498
11461,275000,3,1.5,1170,1174,2.0,0,0,3,7,840,330,2007,0,98126,1170,2537,75,51,B,B,48036,12.524526376648708
11469,451000,4,1.5,1620,5444,1.5,0,0,3,8,1620,0,1955,0,98125,1620,6912,42,45,C,B,69643,13.019222618484815
11472,245000,2,1.0,870,6150,1.0,0,0,3,6,870,0,1941,0,98106,1120,6150,39,45,B,C,47363,12.409013489526863
11473,450000,2,1.75,840,3340,1.0,0,0,3,6,700,140,1912,0,98107,1700,3980,80,55,B,A,97500,13.017002861746503
11474,370350,3,3.5,1340,1168,2.0,0,2,3,8,1080,260,2002,0,98133,1650,1378,60,52,B,B,72428,12.822203783441434
11475,543000,3,2.5,1540,1256,3.0,0,0,3,8,1540,0,2004,0,98103,1500,1350,93,63,B,B,84728,13.204864598916073
11482,1125000,4,2.5,2520,2600,2.0,0,0,5,8,1670,850,1925,0,98119,2290,3600,84,64,A,A,96538,13.933293593620657
11484,500000,2,1.5,1520,8040,1.0,0,0,5,7,1520,0,1951,0,98125,1440,8040,75,58,B,B,51741,13.122363377404328
11485,855000,4,2.75,2600,5390,1.0,0,0,4,8,1300,1300,1960,0,98199,2550,5600,79,38,A,A,157292,13.658856747918897
11486,390000,4,2.0,2290,9200,1.5,0,0,3,7,2290,0,1920,0,98166,2140,9200,68,49,B,A,42159,12.873902018105829
11491,457500,3,1.0,1210,7636,1.0,0,0,4,7,1210,0,1952,0,98118,1530,5900,47,44,D,D,61901,13.033532163697712
11492,499000,4,2.5,1970,2601,2.0,0,0,3,7,1440,530,1999,0,98144,1760,3025,76,77,B,B,47737,13.120361374733656
11494,615000,3,1.75,1920,4000,1.0,0,0,3,7,1070,850,1950,0,98102,2280,4000,68,58,A,B,98617,13.329377546788654
11495,455000,2,1.5,1020,1146,3.0,0,0,3,7,1020,0,2001,0,98115,1138,1156,90,55,B,B,65172,13.028052697933088
11496,458000,3,1.0,1660,7500,1.0,0,0,4,7,1060,600,1940,0,98125,1450,7500,68,57,B,B,64549,13.034624463096321
11501,328500,3,2.25,1390,1407,3.0,0,0,3,7,1390,0,2004,0,98125,1390,1628,87,58,C,B,44951,12.702292116906802
11509,156000,2,1.75,590,6138,1.0,0,0,2,5,590,0,1947,0,98118,1360,7112,84,61,B,C,52412,11.957611286231675
11514,676000,3,2.0,1730,6784,2.5,0,0,4,7,1730,0,1942,0,98199,1210,6784,62,34,A,A,157292,13.423948355025102
11515,475000,4,3.5,2440,3052,2.0,0,0,3,8,1940,500,2006,0,98108,2390,4600,58,55,B,C,79432,13.071070083016778
11518,420000,3,1.5,1780,5000,1.0,0,4,4,7,1030,750,1958,0,98118,1780,7500,50,46,D,C,38846,12.948009990259552
11521,395000,2,1.75,1400,2500,1.0,0,0,5,7,710,690,1916,0,98116,1250,5700,86,51,C,B,66794,12.886641043883259
11525,429950,3,1.5,2010,9480,1.0,0,0,3,8,1570,440,1951,0,98125,1920,8791,31,44,A,B,87222,12.971424201839042
11527,505000,2,1.0,1020,5000,1.0,0,0,4,7,1020,0,1916,0,98117,1480,5000,79,48,A,B,97500,13.132313708257497
11536,550000,3,1.0,1010,6120,1.0,0,0,3,7,860,150,1940,0,98115,1930,6120,69,52,A,B,101413,13.217673557208654
11537,460000,2,1.5,1790,3760,1.5,0,0,4,8,1280,510,1928,0,98117,1540,5080,81,55,B,B,90789,13.038981768465277
11539,339000,3,1.0,1150,2496,1.0,0,0,3,6,1010,140,1947,0,98126,1340,1203,76,53,B,B,47701,12.733755386362587
11540,950000,4,3.5,4030,4200,3.0,0,0,3,9,4030,0,1992,0,98199,2130,5000,58,49,A,A,62639,13.764217263576723
11546,675000,3,1.5,1460,6480,1.0,0,2,4,7,980,480,1940,0,98117,2180,6912,27,42,B,A,95927,13.422467969854667
11554,400000,3,2.75,2220,5000,2.0,0,0,3,7,2220,0,1993,0,98108,960,5000,61,49,B,B,42159,12.89921982609012
11555,530000,5,2.0,3020,6000,1.5,0,0,5,7,1860,1160,1925,0,98126,1380,6000,73,50,B,B,102500,13.180632285528304
11557,365000,3,1.75,1820,5555,1.0,0,0,4,7,1030,790,1939,0,98103,1420,4000,87,51,B,B,90568,12.80765263256463
11558,804000,4,2.5,2620,5060,2.0,0,0,3,9,2620,0,2005,0,98116,900,5060,82,49,B,A,106319,13.597354548161103
11559,808250,3,2.0,1750,2640,1.0,0,0,3,8,1010,740,1914,2005,98119,1750,4560,69,61,A,B,87667,13.602626695587679
11569,479000,2,2.25,1230,932,2.0,0,0,3,8,1020,210,2004,0,98112,1230,1064,86,63,B,B,104632,13.079455876393052
11573,680000,5,2.0,2140,5000,1.5,0,0,4,7,2020,120,1913,0,98122,1810,4400,69,66,D,C,76524,13.42984807715229
11592,635200,4,1.75,1640,4240,1.0,0,0,5,7,920,720,1921,0,98117,1300,4240,79,47,A,B,85595,13.361695188915062
11596,575000,4,1.5,1430,4163,1.5,0,0,3,7,1430,0,1910,0,98199,1500,4000,63,47,A,B,90951,13.262125319779487
11600,238000,3,2.0,1020,1204,2.0,0,0,3,7,720,300,2004,0,98126,1360,1506,72,51,B,B,48036,12.380025952653611
11601,625000,4,1.75,2180,4431,1.5,0,0,3,8,2020,160,1912,0,98112,1890,4400,62,60,A,B,131429,13.345506928718539
11602,1110000,5,3.25,3350,4000,2.0,0,0,4,8,2510,840,1997,0,98105,1620,4000,90,59,A,A,110091,13.919870573288517
11603,820000,3,2.5,2510,5503,2.0,0,2,3,9,2510,0,1995,0,98136,1790,6099,79,51,B,A,90208,13.617059619240436
11607,398750,3,2.5,2230,4000,2.0,0,0,3,7,2230,0,1954,0,98144,1310,4000,79,76,C,D,66458,12.896089933081191
11612,540000,3,1.5,2600,5085,1.0,0,0,4,7,1400,1200,1940,0,98126,1320,4000,77,57,B,B,71705,13.199324418540456
11613,519000,2,1.0,830,2820,1.0,0,0,4,7,830,0,1920,0,98103,1460,3150,84,54,B,B,90568,13.159659162148026
11623,613000,2,2.0,1170,1890,1.5,0,1,4,8,1170,0,1927,0,98119,2160,4000,74,59,B,A,87667,13.32612021491835
11628,407000,2,1.0,740,6380,1.0,0,0,3,6,740,0,1912,0,98115,1800,6380,76,58,A,B,61391,12.916568464424731
11630,472000,3,2.5,1180,1262,3.0,0,0,3,8,1180,0,2010,0,98119,1180,2632,80,59,B,B,62639,13.064734264567692
11632,412000,3,1.75,1880,5752,1.0,0,0,4,7,940,940,1945,0,98126,1110,5201,56,45,B,A,75123,12.928778628331663
11633,717000,3,1.0,1150,5000,1.0,0,0,3,8,1150,0,1959,2015,98117,1160,5000,74,49,A,B,90789,13.482831119581757
11638,800000,3,1.75,1510,3600,1.0,0,0,5,8,1230,280,1910,0,98119,1300,3600,90,62,A,B,100172,13.592367006650065
11639,420000,3,1.0,1440,5623,1.0,0,0,4,6,720,720,1922,0,98115,1280,5623,70,61,A,A,61391,12.948009990259552
11643,491000,3,2.0,1250,1306,3.0,0,0,3,7,1250,0,2000,0,98107,1320,1306,95,51,B,B,79681,13.104199406776658
11654,415885,3,1.0,1310,4163,1.0,0,0,4,7,1310,0,1964,0,98126,1120,4166,48,45,A,A,75123,12.93816405871849
11656,272000,1,0.75,1040,6034,1.0,0,1,3,7,580,460,1991,0,98178,1560,5650,38,46,B,B,71524,12.513557345278134
11666,650000,4,2.75,1910,16532,1.0,0,0,4,7,1420,490,1940,0,98117,2300,8250,50,48,A,A,95927,13.38472764187182
11667,675000,4,1.75,1530,3615,1.5,0,0,4,7,1530,0,1913,0,98103,1650,4200,86,61,B,B,99083,13.422467969854667
11668,332888,2,2.5,1050,1029,2.0,0,0,3,8,950,100,2007,0,98122,1350,3600,76,68,D,B,79953,12.715561376052493
11674,255000,1,0.5,880,1642,1.0,0,0,3,6,500,380,1910,0,98126,1410,2992,54,53,A,A,67277,12.449018824140563
11683,500000,2,1.5,2070,5432,2.0,0,0,3,7,1370,700,1951,0,98108,2070,5505,68,64,C,D,60682,13.122363377404328
11686,1545000,4,2.25,2640,3000,2.0,0,0,3,7,2080,560,1908,0,98109,1910,3000,80,77,A,B,88719,14.250534468313983
11691,299950,2,1.5,1390,1756,3.0,0,0,3,7,1390,0,2005,0,98133,1340,1756,53,49,B,B,32472,12.611371073081239
11692,1081000,4,3.0,2490,4325,1.5,0,0,3,8,1690,800,1922,2003,98105,1960,4284,85,74,B,C,38487,13.893397096621346
11695,1400000,4,3.25,2980,7000,2.0,0,3,3,10,2140,840,1900,2014,98144,2200,4800,65,0,B,B,79953,14.151982794585487
11698,315000,2,1.0,780,7200,1.0,0,0,2,6,780,0,1935,0,98118,1750,7200,76,53,C,C,59275,12.66032791780777
11701,523000,3,1.5,1260,3135,1.5,0,0,3,8,1260,0,1931,0,98116,1700,4180,86,42,A,A,71705,13.16733674304706
11704,490000,3,2.25,2380,6000,1.0,0,0,3,8,2040,340,1961,0,98115,1680,7200,36,41,A,A,132981,13.102160670086809
11705,310000,4,1.0,1030,5750,1.0,0,0,3,7,1030,0,1971,0,98126,1250,5750,44,49,B,A,48036,12.644327576461329
11711,750000,3,2.25,2250,5301,2.0,0,0,4,8,1510,740,1975,0,98115,2240,7200,47,48,A,A,110091,13.527828485512494
11712,478000,2,1.75,1960,6000,1.0,0,0,4,7,980,980,1904,0,98199,1650,6000,63,35,A,A,90951,13.077366011473593
11715,1370000,2,2.25,2460,16940,1.5,0,4,4,9,1930,530,1936,0,98117,2260,6851,34,24,A,A,79681,14.130321297804308
11717,208417,2,1.0,840,4200,1.0,0,0,3,5,840,0,1938,0,98108,830,5000,44,43,C,B,43487,12.247296159430732
11718,410000,4,2.0,1900,5100,1.0,0,0,3,6,950,950,1914,1973,98117,1230,5100,90,53,B,B,85595,12.92391243868049
11719,590000,4,2.75,2160,4205,1.0,0,3,3,7,1080,1080,1969,0,98125,2450,6014,8,38,A,B,125109,13.287877815881902
11725,617000,3,2.5,1880,5500,2.0,0,0,4,7,1880,0,1947,2007,98199,1230,5500,69,44,A,A,66563,13.332624302887524
11726,438750,3,1.75,1610,6480,1.0,0,0,4,7,1610,0,1947,0,98125,1230,8040,75,58,B,B,51741,12.991685053762213
11727,1280000,4,3.0,3260,4500,2.0,0,0,3,9,2300,960,1930,2014,98109,2410,4995,81,75,A,B,67572,14.0623706358958
11730,635000,5,2.75,2620,5500,1.5,0,0,3,7,1710,910,1911,0,98117,1790,5500,75,47,A,A,101397,13.36138027787483
11733,295000,2,1.0,720,4125,1.0,0,0,4,6,720,0,1943,0,98106,1000,6100,68,49,C,D,47363,12.594730635321957
11742,869900,6,4.5,2750,4400,2.0,0,0,3,8,1770,980,1987,0,98103,1860,4400,54,54,B,B,111661,13.676133541495632
11743,485000,3,1.75,1790,6775,1.0,0,2,3,8,1790,0,1951,0,98126,1310,6028,71,48,B,A,90208,13.091904169919621
11744,400000,2,2.0,1050,1173,2.0,0,0,3,8,720,330,2004,0,98122,1340,1317,87,66,B,B,104632,12.89921982609012
11747,495000,4,2.0,1720,5413,2.0,0,0,3,7,1470,250,1938,1980,98115,1510,5413,78,59,A,B,61391,13.112313041550827
11751,500000,3,1.0,1070,4600,1.0,0,0,3,7,950,120,1930,0,98116,1090,4600,91,54,C,B,66794,13.122363377404328
11754,391000,2,1.0,890,5423,1.0,0,0,3,6,890,0,1946,0,98117,1690,5993,70,53,B,B,62786,12.876462838967504
11760,590000,4,2.75,2240,5400,2.0,0,0,4,7,1540,700,1940,0,98116,1830,5000,60,35,C,A,82333,13.287877815881902
11763,1236300,5,3.5,3180,4628,2.0,0,0,3,10,2420,760,2001,0,98199,2060,4640,74,41,A,A,90951,14.02763360599502
11771,545000,4,1.75,1910,6731,1.0,0,0,4,7,1210,700,1953,0,98116,1780,6350,78,49,A,A,106319,13.208541073645382
11772,615000,3,1.75,1780,5175,1.0,0,0,4,7,990,790,1927,0,98116,1780,5175,83,49,B,A,71705,13.329377546788654
11773,625500,2,1.0,2160,7439,1.0,0,0,4,6,1300,860,1953,0,98115,1680,7439,57,41,A,A,132981,13.346306608889103
11786,237502,3,1.0,980,7560,1.0,0,0,3,7,980,0,1951,0,98126,1300,7560,70,52,B,C,75123,12.377931323474007
11787,1280000,4,3.5,4340,5500,2.0,0,0,3,10,2850,1490,2008,0,98199,1290,5500,81,38,A,A,90951,14.0623706358958
11791,350000,3,3.25,1460,1592,2.0,0,0,3,8,1130,330,2006,0,98126,1560,1701,97,0,D,D,29464,12.765688433465597
11793,275000,3,1.0,1250,7654,1.0,0,0,3,7,1000,250,1952,0,98125,1310,7350,74,54,C,B,44951,12.524526376648708
11799,365000,4,2.5,1800,5070,1.0,0,0,5,7,1080,720,1979,0,98118,1870,5365,56,62,C,C,60917,12.80765263256463
11801,400000,2,1.75,1250,7680,1.0,0,0,3,7,1250,0,1922,1968,98126,1250,7680,78,55,D,D,47701,12.89921982609012
11802,278750,2,2.0,800,5765,1.0,0,0,4,6,800,0,1936,0,98133,1160,3844,84,58,C,B,56744,12.538070601756466
11804,527700,2,2.25,1330,806,3.0,0,0,3,8,1330,0,2009,0,98117,1320,1389,54,45,C,B,101397,13.17628321939376
11812,199400,2,1.0,880,4000,1.0,0,0,4,6,880,0,1916,0,98106,1430,4000,53,45,C,C,47363,12.203068136509875
11814,324950,3,1.5,1210,7560,1.0,0,0,3,7,1210,0,1941,0,98126,980,7560,72,53,B,C,75123,12.691426603322494
11815,467000,5,2.0,2080,4000,1.0,0,0,4,6,1040,1040,1909,0,98144,1940,6000,78,76,C,C,47737,13.054084536651034
